1	523
2	493
3	544
4	503
5	512
6	514
7	461
8	500
9	496
10	495
11	485
12	490
13	497
14	476
15	487
16	491
17	494
18	508
19	506
20	529
21	526
22	520
23	494
24	532
25	505
26	501
27	535
28	519
29	510
30	524
31	496
32	490
33	510
34	491
35	515
36	496
37	509
38	502
39	494
40	505
41	508
42	501
43	509
44	499
45	497
46	527
47	494
48	527
49	488
50	513
51	480
52	525
53	470
54	509
55	494
56	503
57	495
58	476
59	489
60	522
61	517
62	493
63	522
64	524
65	480
66	511
67	494
68	493
69	479
70	510
71	493
72	510
73	484
74	482
75	505
76	497
77	466
78	476
79	507
80	521
81	508
82	493
83	500
84	499
85	498
86	496
87	472
88	507
89	474
90	514
91	495
92	511
93	507
94	496
95	517
96	504
97	500
98	514
99	489
100	500
101	503
102	517
103	504
104	502
105	509
106	486
107	517
108	495
109	509
110	514
111	501
112	478
113	484
114	508
115	484
116	503
117	484
118	533
119	528
120	493
121	466
122	507
123	511
124	476
125	519
126	501
127	535
128	524
129	483
130	523
131	498
132	508
133	513
134	489
135	503
136	516
137	496
138	504
139	465
140	502
141	479
142	499
143	485
144	496
145	489
146	524
147	508
148	527
149	480
150	534
151	523
152	507
153	490
154	516
155	513
156	520
157	504
158	505
159	497
160	503
161	516
162	514
163	505
164	473
165	483
166	495
167	473
168	474
169	489
170	529
171	485
172	513
173	506
174	507
175	485
176	503
177	490
178	499
179	474
180	518
181	504
182	484
183	486
184	494
185	500
186	520
187	537
188	490
189	498
190	498
191	467
192	504
193	497
194	517
195	485
196	492
197	499
198	503
199	535
200	502
201	474
202	483
203	540
204	505
205	518
206	509
207	510
208	518
209	484
210	455
211	493
212	501
213	511
214	490
215	491
216	510
217	507
218	529
219	518
220	474
221	505
222	514
223	505
224	481
225	514
226	520
227	516
228	471
229	504
230	500
231	481
232	526
233	507
234	481
235	489
236	483
237	484
238	534
239	517
240	497
241	533
242	521
243	495
244	494
245	480
246	495
247	509
248	500
249	540
250	495
251	496
252	500
253	514
254	513
255	507
256	493
257	510
258	493
259	483
260	491
261	492
262	486
263	488
264	484
265	489
266	485
267	513
268	486
269	472
270	509
271	458
272	486
273	480
274	529
275	492
276	518
277	500
278	501
279	516
280	490
281	493
282	504
283	497
284	507
285	499
286	525
287	529
288	508
289	482
290	507
291	511
292	495
293	505
294	494
295	523
296	519
297	512
298	494
299	494
300	505
301	467
302	514
303	509
304	514
305	509
306	533
307	516
308	512
309	491
310	495
311	498
312	501
313	454
314	506
315	495
316	492
317	518
318	523
319	515
320	487
321	488
322	466
323	496
324	488
325	475
326	477
327	489
328	489
329	497
330	473
331	488
332	499
333	511
334	506
335	519
336	509
337	492
338	488
339	513
340	494
341	490
342	500
343	505
344	501
345	517
346	506
347	508
348	492
349	497
350	492
351	523
352	508
353	476
354	471
355	531
356	489
357	489
358	473
359	487
360	506
361	507
362	516
363	482
364	496
365	526
366	493
367	514
368	481
369	484
370	468
371	498
372	514
373	489
374	497
375	504
376	498
377	497
378	492
379	484
380	503
381	485
382	519
383	495
384	478
385	511
386	497
387	507
388	484
389	500
390	504
391	504
392	499
393	478
394	503
395	497
396	510
397	496
398	493
399	520
400	488
401	489
402	487
403	486
404	487
405	504
406	516
407	504
408	522
409	498
410	491
411	517
412	513
413	489
414	509
415	483
416	509
417	503
418	501
419	481
420	500
421	519
422	508
423	475
424	501
425	482
426	512
427	515
428	466
429	482
430	505
431	510
432	517
433	483
434	521
435	499
436	492
437	493
438	495
439	506
440	496
441	462
442	506
443	518
444	490
445	488
446	501
447	487
448	505
449	511
450	504
451	496
452	508
453	496
454	498
455	517
456	475
457	505
458	494
459	514
460	505
461	494
462	496
463	518
464	499
465	512
466	468
467	491
468	503
469	510
470	500
471	485
472	502
473	486
474	485
475	484
476	514
477	509
478	475
479	489
480	509
481	494
482	490
483	491
484	498
485	496
486	512
487	502
488	499
489	512
490	509
491	500
492	468
493	482
494	517
495	493
496	516
497	459
498	485
499	542
500	466
501	490
502	473
503	498
504	493
505	512
506	509
507	491
508	501
509	526
510	486
511	496
512	480
513	492
514	525
515	487
516	501
517	521
518	487
519	501
520	466
521	495
522	479
523	498
524	496
525	500
526	521
527	505
528	491
529	499
530	525
531	478
532	518
533	490
534	497
535	510
536	497
537	460
538	518
539	507
540	475
541	532
542	497
543	510
544	518
545	513
546	516
547	509
548	497
549	536
550	461
551	500
552	481
553	496
554	491
555	492
556	512
557	504
558	524
559	496
560	511
561	485
562	518
563	493
564	486
565	493
566	505
567	487
568	493
569	508
570	532
571	515
572	505
573	480
574	515
575	507
576	499
577	496
578	505
579	498
580	497
581	507
582	518
583	506
584	511
585	501
586	494
587	507
588	507
589	505
590	498
591	483
592	512
593	511
594	509
595	513
596	498
597	495
598	508
599	499
600	507
601	467
602	531
603	486
604	510
605	530
606	469
607	494
608	503
609	496
610	492
611	510
612	491
613	508
614	498
615	505
616	502
617	492
618	504
619	490
620	475
621	479
622	500
623	490
624	502
625	469
626	511
627	521
628	509
629	516
630	509
631	490
632	504
633	510
634	504
635	529
636	488
637	528
638	480
639	528
640	508
641	483
642	519
643	491
644	492
645	510
646	504
647	508
648	511
649	488
650	506
651	505
652	491
653	502
654	544
655	520
656	454
657	493
658	477
659	520
660	514
661	508
662	503
663	512
664	506
665	501
666	486
667	493
668	511
669	502
670	501
671	475
672	520
673	496
674	495
675	492
676	522
677	492
678	506
679	520
680	519
681	518
682	511
683	499
684	446
685	506
686	507
687	494
688	490
689	507
690	490
691	485
692	496
693	504
694	478
695	482
696	503
697	504
698	505
699	472
700	497
701	516
702	488
703	499
704	518
705	506
706	501
707	496
708	481
709	499
710	532
711	514
712	512
713	517
714	501
715	467
716	514
717	503
718	473
719	502
720	503
721	516
722	508
723	517
724	499
725	492
726	492
727	484
728	524
729	491
730	519
731	483
732	498
733	503
734	477
735	517
736	484
737	497
738	506
739	515
740	509
741	501
742	510
743	499
744	507
745	519
746	480
747	507
748	517
749	512
750	487
751	492
752	506
753	526
754	485
755	518
756	501
757	489
758	501
759	516
760	504
761	488
762	526
763	508
764	489
765	524
766	531
767	508
768	507
769	494
770	518
771	494
772	475
773	484
774	502
775	474
776	485
777	517
778	499
779	504
780	515
781	525
782	513
783	465
784	493
785	481
786	495
787	536
788	475
789	496
790	503
791	500
792	532
793	511
794	508
795	510
796	496
797	503
798	493
799	496
800	490
801	506
802	493
803	523
804	495
805	501
806	514
807	491
808	508
809	504
810	483
811	481
812	497
813	528
814	494
815	511
816	465
817	511
818	516
819	470
820	511
821	482
822	497
823	497
824	516
825	493
826	514
827	472
828	470
829	550
830	503
831	526
832	497
833	531
834	483
835	481
836	521
837	509
838	502
839	520
840	501
841	524
842	480
843	536
844	514
845	511
846	497
847	486
848	511
849	512
850	485
851	504
852	496
853	493
854	501
855	484
856	503
857	469
858	487
859	510
860	505
861	522
862	508
863	505
864	515
865	486
866	446
867	499
868	480
869	527
870	482
871	496
872	477
873	525
874	496
875	490
876	519
877	517
878	473
879	505
880	486
881	508
882	474
883	508
884	513
885	509
886	510
887	504
888	502
889	499
890	506
891	496
892	524
893	495
894	520
895	518
896	467
897	517
898	485
899	460
900	528
901	499
902	481
903	511
904	506
905	486
906	502
907	530
908	485
909	504
910	472
911	506
912	498
913	527
914	496
915	542
916	520
917	494
918	516
919	516
920	510
921	514
922	500
923	511
924	477
925	497
926	485
927	481
928	502
929	495
930	480
931	518
932	483
933	533
934	525
935	498
936	493
937	516
938	478
939	505
940	498
941	538
942	490
943	494
944	495
945	517
946	504
947	488
948	499
949	477
950	513
951	508
952	498
953	511
954	520
955	498
956	506
957	508
958	502
959	472
960	476
961	488
962	486
963	485
964	499
965	490
966	492
967	513
968	505
969	505
970	501
971	497
972	495
973	512
974	498
975	494
976	500
977	500
978	493
979	474
980	508
981	509
982	490
983	519
984	491
985	474
986	488
987	502
988	526
989	471
990	493
991	493
992	521
993	472
994	504
995	501
996	513
997	527
998	507
999	508
1000	488
